date,forecast_units,sku
2023-01-09,25.999204,SKU_100
2023-02-13,25.560177866666663,SKU_100
2023-02-27,25.384567413333333,SKU_100
2023-03-20,25.12115173711325,SKU_100
2023-04-03,24.945541287476075,SKU_100
2023-04-10,24.85773606265749,SKU_100
2023-04-17,24.7699308368639,SKU_100
2023-04-24,24.682125611070312,SKU_100
2023-05-01,24.594320384485503,SKU_100
2023-05-08,24.50651515790069,SKU_100
2023-05-15,24.418709931545607,SKU_100
2023-05-22,24.330904704668367,SKU_100
2023-05-29,24.24309947779113,SKU_100
2023-06-05,24.155294252188288,SKU_100
2023-06-12,24.067489026585445,SKU_100
2023-06-19,23.979683801603112,SKU_100
2023-06-26,23.89187857537716,SKU_100
2023-07-10,23.716268122925253,SKU_100
2023-07-17,23.6284628972626,SKU_100
2023-07-31,23.4528524459373,SKU_100
2023-08-07,23.365047219405145,SKU_100
2023-08-14,23.277241992872987,SKU_100
2023-08-21,23.189436766459895,SKU_100
2023-08-28,23.10163153982469,SKU_100
2023-09-04,23.013826313189483,SKU_100
2023-09-11,22.92602108662254,SKU_100
2023-09-18,22.83821586005559,SKU_100
2023-10-09,22.5748001787326,SKU_100
2023-10-16,22.486994951624933,SKU_100
2023-10-23,22.399189724620626,SKU_100
2023-11-06,22.223579273051158,SKU_100
2023-11-13,22.135774047266427,SKU_100
2023-11-20,22.047968821369498,SKU_100
2023-11-27,21.960163595472576,SKU_100
2023-12-25,21.608942693571365,SKU_100
2024-01-01,21.52113746767572,SKU_100
2024-01-08,21.433332241780075,SKU_100
2024-01-15,21.345527015014596,SKU_100
2024-01-22,21.257721788249118,SKU_100
2024-01-29,21.169916560929742,SKU_100
2024-02-05,21.082111333610364,SKU_100
2024-02-12,20.99430610714406,SKU_100
2024-02-26,20.81869565223343,SKU_100
2024-03-18,20.555279969867478,SKU_100
2024-03-25,20.46747474170039,SKU_100
2024-04-01,20.379669513533297,SKU_100
2024-04-08,20.291864285366202,SKU_100
2024-04-15,20.204059057199107,SKU_100
2024-04-22,20.11625382903202,SKU_100
2024-04-29,20.028448600864927,SKU_100
2024-05-06,19.94064337269783,SKU_100
2024-05-20,19.765032916363648,SKU_100
2024-05-27,19.677227688196556,SKU_100
2024-06-03,19.58942246002946,SKU_100
2024-06-10,19.50161723186237,SKU_100
2024-06-17,19.413812003695277,SKU_100
2024-06-23,19.338550379552057,SKU_100
2024-06-30,19.25074515138496,SKU_100
2024-07-07,19.162939923217866,SKU_100
2024-07-14,19.075134695050778,SKU_100
2024-07-21,18.987329466883686,SKU_100
2024-07-28,18.89952423871659,SKU_100
2024-08-04,18.8117190105495,SKU_100
2024-08-11,18.723913782382407,SKU_100
2024-08-18,18.636108554215316,SKU_100
2024-08-25,18.54830332604822,SKU_100
2024-09-01,18.46049809788113,SKU_100
2024-09-08,18.372692869714037,SKU_100
2023-01-02,17.365271,SKU_101
2023-01-09,17.413753239473685,SKU_101
2023-01-16,17.462235478947367,SKU_101
2023-01-23,17.510717718581095,SKU_101
2023-02-13,17.65616443741882,SKU_101
2023-02-27,17.753128916643966,SKU_101
2023-03-20,17.898575635565365,SKU_101
2023-03-27,17.94705787520583,SKU_101
2023-04-03,17.995540114662933,SKU_101
2023-04-10,18.044022354120038,SKU_101
2023-04-17,18.09250459359885,SKU_101
2023-05-01,18.18946907225154,SKU_101
2023-05-08,18.237951311577884,SKU_101
2023-05-15,18.28643355075391,SKU_101
2023-05-29,18.38339802910596,SKU_101
2023-06-05,18.431880268151158,SKU_101
2023-06-26,18.57732698465751,SKU_101
2023-07-10,18.67429146232841,SKU_101
2023-07-24,18.77125593978177,SKU_101
2023-07-31,18.81973817850845,SKU_101
2023-08-07,18.86822041722272,SKU_101
2023-08-21,18.965184894651255,SKU_101
2023-08-28,19.013667133378146,SKU_101
2023-09-04,19.062149372150326,SKU_101
2023-09-11,19.110631610922507,SKU_101
2023-09-18,19.159113849494858,SKU_101
2023-10-02,19.256078326639557,SKU_101
2023-10-09,19.304560565074294,SKU_101
2023-10-16,19.35304280350902,SKU_101
2023-10-23,19.401525041847957,SKU_101
2023-11-06,19.49848951831537,SKU_101
2023-11-13,19.546971756549073,SKU_101
2023-11-20,19.595453994637396,SKU_101
2023-11-27,19.643936232725714,SKU_101
2023-12-04,19.69241847078278,SKU_101
2023-12-11,19.740900708752683,SKU_101
2023-12-25,19.837865184692486,SKU_101
2024-01-08,19.934829660273785,SKU_101
2024-01-29,20.080276373645734,SKU_101
2024-02-05,20.128758611235597,SKU_101
2024-02-12,20.177240848825456,SKU_101
2024-02-26,20.27420532386465,SKU_101
2024-03-04,20.32268756155725,SKU_101
2024-03-11,20.37116979924984,SKU_101
2024-03-18,20.419652036982246,SKU_101
2024-03-25,20.46813427471465,SKU_101
2024-04-08,20.56509875017947,SKU_101
2024-04-15,20.613580987911874,SKU_101
2024-04-22,20.66206322564428,SKU_101
2024-04-29,20.71054546337669,SKU_101
2024-05-13,20.807509938841505,SKU_101
2024-05-20,20.85599217657391,SKU_101
2024-05-27,20.904474414306318,SKU_101
2024-06-10,21.001438889771133,SKU_101
2024-06-17,21.049921127503538,SKU_101
2024-06-23,21.091477331274177,SKU_101
2024-06-30,21.13995956900658,SKU_101
2024-07-07,21.18844180673899,SKU_101
2024-07-14,21.236924044471397,SKU_101
2024-07-21,21.285406282203805,SKU_101
2024-07-28,21.333888519936213,SKU_101
2024-08-04,21.38237075766862,SKU_101
2024-08-11,21.430852995401025,SKU_101
2024-08-18,21.479335233133433,SKU_101
2024-08-25,21.527817470865838,SKU_101
2024-09-01,21.57629970859825,SKU_101
2024-09-08,21.624781946330653,SKU_101
2023-01-09,19.383727999999998,SKU_102
2023-01-23,19.330490810526314,SKU_102
2023-01-30,19.30387221578947,SKU_102
2023-02-13,19.25063502627257,SKU_102
2023-02-20,19.224016431514116,SKU_102
2023-02-27,19.197397836851355,SKU_102
2023-03-06,19.170779242188598,SKU_102
2023-03-20,19.11754205305601,SKU_102
2023-03-27,19.090923458489712,SKU_102
2023-04-03,19.064304863822453,SKU_102
2023-04-10,19.037686269155188,SKU_102
2023-04-17,19.011067674569322,SKU_102
2023-05-01,18.95783048539759,SKU_102
2023-05-08,18.931211890775074,SKU_102
2023-05-15,18.904593296152562,SKU_102
2023-05-22,18.87797470161433,SKU_102
2023-06-05,18.824737512537865,SKU_102
2023-06-12,18.79811891803811,SKU_102
2023-06-19,18.771500323538355,SKU_102
2023-06-26,18.74488172894969,SKU_102
2023-07-03,18.718263134361028,SKU_102
2023-07-10,18.691644607349104,SKU_102
2023-07-17,18.66502608033718,SKU_102
2023-07-24,18.638407553467776,SKU_102
2023-07-31,18.611789026598373,SKU_102
2023-08-07,18.585170499759577,SKU_102
2023-08-14,18.558551972920785,SKU_102
2023-08-21,18.531933446215298,SKU_102
2023-08-28,18.505314919509814,SKU_102
2023-09-11,18.45207786593928,SKU_102
2023-09-18,18.42545933915401,SKU_102
2023-09-25,18.398840812442245,SKU_102
2023-10-02,18.372222285730473,SKU_102
2023-10-09,18.345603759029387,SKU_102
2023-10-16,18.3189852323283,SKU_102
2023-10-23,18.292366705663653,SKU_102
2023-10-30,18.265748178999,SKU_102
2023-11-06,18.23912965242375,SKU_102
2023-11-13,18.212511125848494,SKU_102
2023-11-20,18.185892599213037,SKU_102
2023-11-27,18.159274072577574,SKU_102
2023-12-04,18.132655545810074,SKU_102
2023-12-18,18.079418492275074,SKU_102
2023-12-25,18.05279996549907,SKU_102
2024-01-01,18.026181438723068,SKU_102
2024-01-08,17.99956291201226,SKU_102
2024-01-15,17.972944385301453,SKU_102
2024-01-22,17.946325858507507,SKU_102
2024-01-29,17.91970733171356,SKU_102
2024-02-05,17.893088804941947,SKU_102
2024-02-12,17.86647027817033,SKU_102
2024-02-19,17.839851751371715,SKU_102
2024-02-26,17.813233224573096,SKU_102
2024-03-04,17.786614697774482,SKU_102
2024-03-11,17.759996170975864,SKU_102
2024-03-18,17.733377644177246,SKU_102
2024-03-25,17.70675911737863,SKU_102
2024-04-08,17.6535220637814,SKU_102
2024-05-06,17.54704795658693,SKU_102
2024-05-20,17.493810902989697,SKU_102
2024-05-27,17.467192376191083,SKU_102
2024-06-03,17.440573849392468,SKU_102
2024-06-10,17.413955322593846,SKU_102
2024-06-24,17.360718268996617,SKU_102
2024-06-30,17.337902388883517,SKU_102
2024-07-07,17.311283862084903,SKU_102
2024-07-14,17.28466533528628,SKU_102
2024-07-21,17.258046808487666,SKU_102
2024-07-28,17.231428281689052,SKU_102
2024-08-04,17.204809754890434,SKU_102
2024-08-11,17.17819122809182,SKU_102
2024-08-18,17.1515727012932,SKU_102
2024-08-25,17.124954174494583,SKU_102
2024-09-01,17.09833564769597,SKU_102
2024-09-08,17.071717120897354,SKU_102
2024-09-15,17.045098594098732,SKU_102
2023-01-02,22.414912,SKU_103
2023-01-16,22.232764210526316,SKU_103
2023-01-23,22.141690315789475,SKU_103
2023-01-30,22.05061642099971,SKU_103
2023-02-06,21.959542526209944,SKU_103
2023-02-13,21.868468631392314,SKU_103
2023-02-20,21.77739473657469,SKU_103
2023-02-27,21.686320841766857,SKU_103
2023-03-06,21.595246946949764,SKU_103
2023-03-13,21.50417305213268,SKU_103
2023-03-20,21.41309915736274,SKU_103
2023-04-03,21.230951367822872,SKU_103
2023-04-24,20.957729683381775,SKU_103
2023-05-01,20.866655788568075,SKU_103
2023-05-08,20.77558189373155,SKU_103
2023-05-15,20.684507998895025,SKU_103
2023-05-22,20.593434104027494,SKU_103
2023-05-29,20.502360209159956,SKU_103
2023-06-05,20.411286314262426,SKU_103
2023-06-12,20.320212419367547,SKU_103
2023-06-26,20.138064629577787,SKU_103
2023-07-03,20.046990734688002,SKU_103
2023-07-10,19.955916839798213,SKU_103
2023-07-17,19.86484294485739,SKU_103
2023-07-24,19.773769049916567,SKU_103
2023-08-07,19.591621260130427,SKU_103
2023-08-14,19.500547365237352,SKU_103
2023-08-21,19.409473470397884,SKU_103
2023-08-28,19.318399575558413,SKU_103
2023-09-04,19.22732568075747,SKU_103
2023-09-11,19.136251785938253,SKU_103
2023-10-02,18.8630301014806,SKU_103
2023-10-09,18.771956206661372,SKU_103
2023-10-23,18.589808417022905,SKU_103
2023-10-30,18.498734522162795,SKU_103
2023-11-13,18.316586732442577,SKU_103
2023-12-04,18.043365048072303,SKU_103
2023-12-18,17.861217258492115,SKU_103
2023-12-25,17.770143363757743,SKU_103
2024-01-01,17.679069469023368,SKU_103
2024-01-08,17.58799557435032,SKU_103
2024-01-15,17.49692167962923,SKU_103
2024-01-29,17.314773890187062,SKU_103
2024-02-05,17.223699995502155,SKU_103
2024-02-19,17.041552206132344,SKU_103
2024-02-26,16.95047831149331,SKU_103
2024-03-04,16.859404416854275,SKU_103
2024-03-11,16.768330522174075,SKU_103
2024-03-18,16.67725662749387,SKU_103
2024-03-25,16.586182732813665,SKU_103
2024-04-01,16.49510883813346,SKU_103
2024-04-15,16.312961048773055,SKU_103
2024-04-29,16.130813259412644,SKU_103
2024-05-06,16.03973936473244,SKU_103
2024-05-13,15.948665470052239,SKU_103
2024-05-20,15.857591575372037,SKU_103
2024-05-27,15.76651768069183,SKU_103
2024-06-03,15.675443786011625,SKU_103
2024-06-17,15.49329599665122,SKU_103
2024-06-23,15.4152326583539,SKU_103
2024-06-30,15.324158763673697,SKU_103
2024-07-07,15.233084868993494,SKU_103
2024-07-14,15.142010974313292,SKU_103
2024-07-21,15.050937079633087,SKU_103
2024-07-28,14.959863184952882,SKU_103
2024-08-04,14.868789290272678,SKU_103
2024-08-11,14.777715395592477,SKU_103
2024-08-18,14.686641500912271,SKU_103
2024-08-25,14.595567606232066,SKU_103
2024-09-01,14.504493711551863,SKU_103
2024-09-08,14.41341981687166,SKU_103
2023-01-09,18.796841,SKU_104
2023-01-16,18.815128135616437,SKU_104
2023-01-23,18.833415271232877,SKU_104
2023-02-06,18.869989542410348,SKU_104
2023-02-13,18.888276678121287,SKU_104
2023-02-27,18.924850949543156,SKU_104
2023-03-06,18.94313808518199,SKU_104
2023-03-13,18.961425220820818,SKU_104
2023-03-20,18.979712356573014,SKU_104
2023-03-27,18.99799949236925,SKU_104
2023-04-03,19.01628662816549,SKU_104
2023-04-10,19.034573764056674,SKU_104
2023-04-17,19.052860899998972,SKU_104
2023-05-15,19.126009443768176,SKU_104
2023-05-29,19.162583715551715,SKU_104
2023-06-19,19.217445123227023,SKU_104
2023-06-26,19.23573225908149,SKU_104
2023-07-03,19.254019394889664,SKU_104
2023-07-10,19.272306530697836,SKU_104
2023-07-17,19.290593666486846,SKU_104
2023-07-24,19.308880802275855,SKU_104
2023-07-31,19.327167938070126,SKU_104
2023-08-14,19.36374220977601,SKU_104
2023-08-21,19.38202934562895,SKU_104
2023-08-28,19.400316481576084,SKU_104
2023-09-11,19.436890753470344,SKU_104
2023-09-18,19.455177889487366,SKU_104
2023-09-25,19.47346502550297,SKU_104
2023-10-02,19.491752161518576,SKU_104
2023-10-09,19.510039297417865,SKU_104
2023-10-30,19.564900705115733,SKU_104
2023-11-06,19.58318784093477,SKU_104
2023-11-13,19.601474976659272,SKU_104
2023-11-20,19.61976211238377,SKU_104
2023-11-27,19.638049248175513,SKU_104
2023-12-11,19.674623519750938,SKU_104
2023-12-25,19.71119779132636,SKU_104
2024-01-01,19.729484927175278,SKU_104
2024-01-15,19.766059198873112,SKU_104
2024-02-05,19.820920606317458,SKU_104
2024-02-12,19.839207742167364,SKU_104
2024-02-19,19.857494878017267,SKU_104
2024-02-26,19.87578201379127,SKU_104
2024-03-04,19.89406914956527,SKU_104
2024-03-18,19.93064342111327,SKU_104
2024-04-01,19.96721769266127,SKU_104
2024-04-08,19.98550482843527,SKU_104
2024-04-29,20.04036623575727,SKU_104
2024-05-06,20.05865337153127,SKU_104
2024-05-13,20.07694050730527,SKU_104
2024-05-20,20.09522764307927,SKU_104
2024-05-27,20.113514778853272,SKU_104
2024-06-03,20.13180191462727,SKU_104
2024-06-09,20.147476602433557,SKU_104
2024-06-16,20.165763738207556,SKU_104
2024-06-23,20.18405087398156,SKU_104
2024-06-30,20.202338009755557,SKU_104
2024-07-07,20.220625145529556,SKU_104
2024-07-14,20.238912281303556,SKU_104
2024-07-21,20.257199417077558,SKU_104
2024-07-28,20.275486552851557,SKU_104
2024-08-04,20.293773688625556,SKU_104
2024-08-11,20.31206082439956,SKU_104
2024-08-18,20.330347960173558,SKU_104
2024-08-25,20.348635095947557,SKU_104
2023-01-02,19.760330000000003,SKU_105
2023-01-09,19.68990922702703,SKU_105
2023-01-16,19.619488454054054,SKU_105
2023-01-23,19.54906768122655,SKU_105
2023-02-06,19.408226135571535,SKU_105
2023-03-06,19.12654304424414,SKU_105
2023-04-03,18.844859953972747,SKU_105
2023-04-10,18.7744391814049,SKU_105
2023-04-17,18.704018408977205,SKU_105
2023-04-24,18.633597636549514,SKU_105
2023-05-01,18.563176863796368,SKU_105
2023-05-08,18.49275609104322,SKU_105
2023-05-15,18.422335318500984,SKU_105
2023-05-22,18.351914545958742,SKU_105
2023-05-29,18.281493773467485,SKU_105
2023-06-19,18.070231456665887,SKU_105
2023-06-26,17.999810684398692,SKU_105
2023-07-03,17.929389912287302,SKU_105
2023-07-10,17.858969140175905,SKU_105
2023-07-17,17.788548367915386,SKU_105
2023-07-24,17.71812759565486,SKU_105
2023-07-31,17.647706823526697,SKU_105
2023-08-14,17.506865279270357,SKU_105
2023-08-21,17.43644450703822,SKU_105
2023-08-28,17.366023734656572,SKU_105
2023-09-04,17.29560296227493,SKU_105
2023-09-18,17.154761417633072,SKU_105
2023-09-25,17.08434064531214,SKU_105
2023-10-02,17.013919873155547,SKU_105
2023-10-09,16.943499100998956,SKU_105
2023-10-16,16.87307832899948,SKU_105
2023-10-23,16.802657557000007,SKU_105
2023-10-30,16.73223678470776,SKU_105
2023-11-06,16.661816012534953,SKU_105
2023-11-13,16.591395240362147,SKU_105
2023-11-27,16.450553695892612,SKU_105
2023-12-04,16.380132923657843,SKU_105
2023-12-11,16.30971215130524,SKU_105
2023-12-18,16.239291378952647,SKU_105
2023-12-25,16.16887060633537,SKU_105
2024-01-01,16.098449833718092,SKU_105
2024-01-15,15.957608287875065,SKU_105
2024-01-22,15.887187515248932,SKU_105
2024-01-29,15.816766742622796,SKU_105
2024-02-05,15.74634596996026,SKU_105
2024-02-12,15.675925197297724,SKU_105
2024-02-26,15.535083651804953,SKU_105
2024-03-04,15.464662879058569,SKU_105
2024-03-11,15.394242106312184,SKU_105
2024-04-01,15.182979788073025,SKU_105
2024-04-08,15.112559015326639,SKU_105
2024-04-15,15.042138242580256,SKU_105
2024-04-22,14.971717469833868,SKU_105
2024-04-29,14.901296697087483,SKU_105
2024-05-06,14.830875924341097,SKU_105
2024-05-20,14.690034378848324,SKU_105
2024-05-27,14.61961360610194,SKU_105
2024-06-03,14.549192833355555,SKU_105
2024-06-09,14.488832171001508,SKU_105
2024-06-16,14.418411398255124,SKU_105
2024-06-23,14.347990625508737,SKU_105
2024-06-30,14.277569852762351,SKU_105
2024-07-07,14.207149080015965,SKU_105
2024-07-14,14.136728307269578,SKU_105
2024-07-21,14.066307534523194,SKU_105
2024-07-28,13.99588676177681,SKU_105
2024-08-04,13.925465989030423,SKU_105
2024-08-11,13.855045216284037,SKU_105
2024-08-18,13.78462444353765,SKU_105
2024-08-25,13.714203670791266,SKU_105
2023-01-09,15.191145,SKU_106
2023-01-23,15.149816640000001,SKU_106
2023-01-30,15.129152460000002,SKU_106
2023-02-06,15.108488279998001,SKU_106
2023-02-13,15.087824099966847,SKU_106
2023-02-20,15.06715991993569,SKU_106
2023-02-27,15.046495739935732,SKU_106
2023-03-06,15.025831559935773,SKU_106
2023-03-13,15.00516737991362,SKU_106
2023-03-20,14.984503199908211,SKU_106
2023-03-27,14.963839019902801,SKU_106
2023-04-03,14.943174839837699,SKU_106
2023-04-10,14.922510659826212,SKU_106
2023-04-24,14.881182299803239,SKU_106
2023-05-08,14.839853939665591,SKU_106
2023-05-22,14.798525579527944,SKU_106
2023-06-12,14.73653303945242,SKU_106
2023-07-03,14.674540499293096,SKU_106
2023-07-17,14.63321213918688,SKU_106
2023-07-24,14.612547959181212,SKU_106
2023-07-31,14.591883779175545,SKU_106
2023-08-07,14.571219599204392,SKU_106
2023-08-21,14.529891239321387,SKU_106
2023-08-28,14.50922705937988,SKU_106
2023-09-04,14.4885628793976,SKU_106
2023-09-11,14.467898699415318,SKU_106
2023-09-18,14.44723451939963,SKU_106
2023-09-25,14.42657033936821,SKU_106
2023-10-09,14.385241979305363,SKU_106
2023-10-16,14.364577799226867,SKU_106
2023-11-06,14.302585258991373,SKU_106
2023-11-13,14.281921078930377,SKU_106
2023-11-20,14.261256898880777,SKU_106
2023-11-27,14.240592718831177,SKU_106
2023-12-11,14.199264358812986,SKU_106
2023-12-18,14.17860017882201,SKU_106
2023-12-25,14.157935998831036,SKU_106
2024-01-15,14.095943458710817,SKU_106
2024-01-29,14.054615098630668,SKU_106
2024-02-05,14.033950918635158,SKU_106
